24.499,0.012754,0.27703,0.032133
24.579,0.012168,0.27593,0.035114
24.66,0.012594,0.27451,0.033247
24.741,0.013161,0.27327,0.034307
24.822,0.012573,0.27198,0.035668
24.903,0.013391,0.27048,0.036252
24.984,0.012813,0.26897,0.037228
25.064,0.013244,0.26734,0.040334
25.145,0.013891,0.26548,0.041668
25.227,0.014177,0.26364,0.039829
25.309,0.014613,0.26193,0.040826
25.395,0.01368,0.26015,0.03819
25.479,0.014021,0.25845,0.036082
25.562,0.013752,0.25692,0.038879
25.645,0.013379,0.25513,0.038375
25.727,0.013526,0.25331,0.038174
25.809,0.013114,0.25148,0.038098
25.892,0.012869,0.24964,0.039548
25.975,0.011882,0.2476,0.037627
26.058,0.011995,0.24565,0.035545
26.141,0.011467,0.24383,0.03702
26.224,0.010862,0.24181,0.036557
26.308,0.011409,0.23976,0.040416
26.394,0.011367,0.23746,0.041113
26.478,0.010983,0.23509,0.03815
26.566,0.011171,0.23292,0.038696
26.658,0.010734,0.2307,0.038823
26.749,0.010143,0.22844,0.037991
26.845,0.010819,0.22617,0.036245
26.942,0.010287,0.22409,0.037684
27.036,0.010234,0.22179,0.03746
27.129,0.010088,0.2195,0.03838
27.22,0.010491,0.2171,0.038612
27.312,0.009796,0.21444,0.037275
27.404,0.0094114,0.21181,0.035517
27.497,0.0093573,0.20928,0.038122
27.588,0.0085887,0.20648,0.033547
27.725,0.0081788,0.20405,0.033185
27.866,0.0082867,0.20157,0.032716
27.965,0.0076331,0.19912,0.032282
28.064,0.0081544,0.19664,0.030662
28.163,0.0077193,0.19436,0.029556
28.262,0.0077236,0.19214,0.026884
28.36,0.0073123,0.19017,0.024991
28.459,0.0072567,0.18858,0.024939
28.558,0.0071423,0.18698,0.025189
28.657,0.0074377,0.18537,0.022794
28.758,0.0072321,0.18402,0.025484
28.857,0.0076369,0.18233,0.022783
28.957,0.0074533,0.18098,0.023144
29.056,0.0074523,0.17957,0.02119
29.157,0.0075998,0.17834,0.020558
29.257,0.0074972,0.17723,0.021031
29.356,0.0072675,0.17602,0.020488
29.455,0.0068163,0.17487,0.021107
29.547,0.0065626,0.17361,0.020184
29.631,0.0064104,0.17246,0.018155
29.714,0.0058837,0.17147,0.018362
29.795,0.0058964,0.17043,0.017174
29.877,0.0056719,0.16955,0.018096
29.958,0.00561,0.16855,0.017029
30.039,0.0053179,0.16767,0.017745
30.121,0.0043184,0.16671,0.017564
30.206,0.0041821,0.16565,0.017094
30.295,0.0039898,0.16465,0.018186
30.385,0.0045319,0.16349,0.016913
30.476,0.0046967,0.1625,0.015959
30.565,0.0044667,0.16159,0.016923
30.654,0.0043897,0.16061,0.014817
30.742,0.0045639,0.15979,0.014934
30.827,0.0043542,0.15897,0.013716
30.91,0.0039517,0.15825,0.012923
30.993,0.0043704,0.15756,0.012151
31.075,0.0043935,0.15699,0.01024
31.162,0.0044509,0.15658,0.0095882
31.254,0.0048929,0.15622,0.0087763
31.346,0.0042061,0.15599,0.0080665
31.437,0.0047028,0.15575,0.0074602
31.529,0.004903,0.15561,0.0068446
31.621,0.0045013,0.15554,0.0067527
31.712,0.0045,0.15547,0.0062796
31.804,0.0047965,0.15541,0.0064879
31.896,0.0044684,0.15537,0.0070671
31.987,0.0042129,0.15522,0.0069639
32.079,0.0044573,0.15505,0.0074806
32.171,0.0041902,0.15487,0.0077426
32.262,0.0034273,0.15464,0.0053291
32.354,0.0039294,0.15456,0.0052299
32.446,0.0032713,0.1545,0.0058398
