16.429,0.0075939,0.026757,-0.016315
16.508,0.0095984,0.029246,-0.015458
16.587,0.010921,0.031792,-0.017163
16.665,0.012594,0.034692,-0.01884
16.743,0.012827,0.037958,-0.020324
16.821,0.014328,0.041384,-0.023982
16.9,0.015268,0.045151,-0.024852
16.979,0.016126,0.049121,-0.027274
17.058,0.015616,0.053221,-0.026951
17.136,0.014415,0.05733,-0.029847
17.214,0.014537,0.061467,-0.027989
17.291,0.014005,0.06535,-0.028381
17.368,0.013618,0.069112,-0.029568
17.444,0.014102,0.072976,-0.027048
17.521,0.014429,0.076582,-0.027012
17.598,0.01543,0.08011,-0.026805
17.676,0.015132,0.083731,-0.024978
17.753,0.015073,0.08716,-0.021815
17.83,0.01543,0.090376,-0.020462
17.91,0.015468,0.093711,-0.020156
17.992,0.018129,0.096993,-0.018714
18.073,0.01861,0.10039,-0.021038
18.152,0.02105,0.10409,-0.020047
18.231,0.022062,0.1079,-0.021781
18.31,0.022112,0.11178,-0.024414
18.388,0.021857,0.11574,-0.026153
18.466,0.022895,0.11994,-0.025881
18.545,0.024539,0.12411,-0.026054
18.623,0.024508,0.12852,-0.028945
18.703,0.024898,0.13303,-0.028085
18.784,0.026435,0.13742,-0.026921
18.865,0.025935,0.14178,-0.029105
18.945,0.026235,0.14627,-0.029419
19.025,0.024613,0.15073,-0.032139
19.106,0.02514,0.15533,-0.029482
19.187,0.024345,0.15998,-0.026756
19.266,0.0241,0.16458,-0.027139
19.345,0.023411,0.16902,-0.026608
19.424,0.022832,0.17348,-0.02865
19.503,0.022945,0.17801,-0.024909
19.582,0.022432,0.18216,-0.024984
19.661,0.022586,0.18621,-0.025584
19.741,0.022005,0.19031,-0.024507
19.821,0.021255,0.19423,-0.024681
19.901,0.021168,0.19811,-0.0222
19.982,0.01945,0.20159,-0.024499
20.063,0.019838,0.20505,-0.025584
20.144,0.019439,0.20851,-0.023395
20.226,0.019758,0.2117,-0.024619
20.308,0.019228,0.21497,-0.021387
20.389,0.019541,0.21792,-0.024527
20.471,0.019198,0.22128,-0.024435
20.55,0.018577,0.22461,-0.025163
20.632,0.017895,0.22791,-0.025951
20.717,0.017761,0.23131,-0.02265
20.8,0.018277,0.23435,-0.020652
20.881,0.018711,0.23746,-0.019869
20.963,0.018939,0.24046,-0.017496
21.045,0.018867,0.24328,-0.016162
21.127,0.018364,0.246,-0.01356
21.207,0.018213,0.24851,-0.015128
21.288,0.017615,0.25122,-0.012986
21.37,0.017048,0.25364,-0.012979
21.451,0.016118,0.25603,-0.0091724
21.532,0.016062,0.25803,-0.0093892
21.613,0.016099,0.26009,-0.0083813
21.693,0.015561,0.26218,-0.0088272
21.773,0.015349,0.26424,-0.0044588
21.854,0.01542,0.26596,-0.0044291
21.935,0.015529,0.26767,-0.0058129
22.015,0.015196,0.26959,-0.0024389
22.096,0.014848,0.27117,0.0016051
22.176,0.014933,0.27235,0.0037225
22.255,0.015964,0.2734,0.0047913
22.334,0.016455,0.27441,0.0045675
22.414,0.016326,0.27557,0.0095218
22.492,0.01659,0.27634,0.007633
22.571,0.016171,0.27728,0.0093198
22.649,0.016587,0.2781,0.0084743
22.73,0.016405,0.27898,0.010086
22.814,0.016933,0.27976,0.013192
22.896,0.017032,0.28035,0.0105
22.977,0.017422,0.28125,0.012867
23.057,0.017062,0.28198,0.013386
23.138,0.017393,0.2826,0.017165
23.218,0.017155,0.28297,0.018063
23.298,0.017188,0.28322,0.018079
23.379,0.01646,0.28343,0.020814
23.459,0.016268,0.28335,0.0205
23.539,0.016523,0.28328,0.040565
23.619,0.015505,0.28166,0.020621
23.7,0.015044,0.28154,0.021232
23.78,0.014714,0.28136,0.025059
23.86,0.013861,0.28081,0.02454
23.94,0.014077,0.28025,0.024684
24.019,0.012838,0.27978,0.025139
24.099,0.013148,0.27922,0.025189
24.179,0.01326,0.2787,0.025126
24.259,0.012705,0.27818,0.025705
24.339,0.012648,0.27751,0.029247
24.419,0.011778,0.27659,0.01167
