699.416543027,4044
695.072163685,4081
690.0,4121
685.18298845,4156
681.375985663,4185
676.401988636,4224
671.264429845,4262
666.731100256,4299
662.322194054,4339
656.820629849,4382
650.209076541,4429
643.8549217,4470
637.943619849,4514
629.146493336,4577
620.144398878,4633
612.742430704,4690
604.645842127,4738
595.865284434,4799
589.050433168,4848
583.028180519,4897
574.798829701,4956
566.34123034,5023
558.159988214,5091
548.749903138,5162
538.356148713,5245
528.858338033,5319
521.219278676,5379
514.163696491,5443
505.460304513,5517
497.655623209,5584
491.585298812,5639
485.010966836,5699
477.407250389,5779
469.166211837,5863
463.323717949,5928
454.643818544,6018
448.7279448,6087
443.556378132,6146
437.587946572,6214
431.508901605,6291
428.24061218,6338
422.668485888,6413
418.689982996,6469
414.403598775,6530
409.296363636,6600
404.285575049,6669
400.41958042,6721
396.647484138,6777
393.99003809,6826
390.224400871,6885
386.568221071,6948
382.405929304,7016
379.270836281,7067
375.507712803,7131
371.85242597,7193
368.402027027,7252
365.201368925,7305
362.22796518,7352
358.996153846,7410
356.369052406,7461
353.53811868,7516
351.480227483,7561
349.151254433,7613
347.594622814,7662
345.393310863,7714
343.597009153,7757
342.458028494,7791
339.733452138,7856
338.623668189,7884
336.51090932,7929
334.500564193,7976
333.023773867,8013
331.565271395,8051
330.987981663,8071
329.628236745,8110
328.613943489,8140
327.38324159,8175
326.147058824,8211
325.694683821,8239
324.721153846,8268
323.719344736,8302
322.955390335,8339
322.189815922,8366
321.019819069,8401
320.001482624,8431
319.48467637,8451
318.693654912,8479
318.098141832,8503
318.071948784,8513
318.233192538,8523
317.792895599,8544
317.427945813,8563
317.49143057,8577
317.196821516,8589
316.84796748,8610
316.89310585,8616
316.738664038,8623
316.676954256,8635
316.295315211,8645
316.500577768,8654
316.289276232,8663
316.452899804,8673
316.529903204,8678
316.481865285,8685
316.942750288,8690
316.951816927,8696
317.466482695,8697
317.282973346,8704
317.918850575,8700
318.131533601,8705
318.287953606,8708
318.304397749,8709
318.651527331,8708
318.822330654,8710
319.218836088,8712
319.402468427,8710
319.557270745,8713
320.091357741,8713
320.353150465,8713
320.45060241,8715
320.923103409,8713
321.135873307,8714
321.506827309,8715
321.928292795,8716
322.312162937,8715
322.549007231,8713
323.05792858,8709
323.312449753,8707
323.392770946,8701
323.952742325,8697
324.531703107,8690
324.612185019,8691
325.071009322,8689
325.395176146,8686
325.822259327,8684
325.984276005,8681
326.043029954,8680
326.408907582,8678
326.49279788,8678
326.779935462,8677
326.838598109,8674
326.937391906,8673
327.01199262,8672
327.358675588,8668
327.350732495,8669
327.487942771,8667
327.354274836,8667
327.379976919,8665
327.822364623,8661
327.743939044,8662
328.047176348,8659
327.632532902,8662
327.797701548,8658
328.085065835,8658
328.06832621,8657
328.006527264,8656
328.103292894,8655
327.96892329,8656
328.184660733,8651
328.093052826,8651
328.039066112,8652
327.978672986,8651
328.051670327,8651
327.716918988,8653
327.719653179,8650
327.75557997,8647
327.534578467,8647
327.287803468,8650
327.399548924,8646
327.253759833,8644
326.953604073,8643
326.881869721,8643
326.745950012,8642
326.35238977,8641
326.331038074,8641
326.311516204,8640
325.90150463,8640
325.604918981,8640
325.564127793,8639
325.326831809,8639
325.072048611,8640
324.664872685,8640
324.768990273,8636
324.560979847,8634
323.981468612,8634
323.669871424,8633
323.669253939,8632
323.03161918,8634
322.484995945,8631
322.37975197,8628
321.905239365,8627
321.555581314,8627
321.355760315,8628
320.985628187,8628
320.801832096,8624
320.398213664,8621
319.939559165,8620
319.538876639,8617
319.180557168,8615
318.641165544,8614
318.357814677,8612
